"fl_id,""eta"",""etd"",""landing"",""airborne"",""checkin_open"",""seat_f"",""seat_j"",""seat_y"",""book_load_f"",""book_load_j"",""book_load_y"",""final_f"",""final_j"",""final_y"",""final_a"",""final_c"",""final_i"",""bag_pcs"",""bag_kg"",""counter_no"",""counter_island"",""controller_id"",""supervisor_id"",""checkin_total_staff_deploy"",""checkin_closed"",""boardingstart"",""gate_f"",""gate_j"",""gate_y"",""gate_a"",""gate_c"",""gate_i"",""gate_staff_deploy"",""gate_no"",""boarding_finish"",""chock_on"",""chock_off"",""pax_door_open"",""pax_door_close"",""cargo_door_open"",""cargo_door_close"",""unloading_start"",""unloading_finish"",""loading_start"",""loading_finish"""
"260,""2025-09-28 15:30:00.000"",""2025-09-28 17:40:00.000"",""2025-09-28 15:37:00.000"",""2025-09-28 18:08:00.000"",""2025-09-28 14:20:00.000"","""",""35"",""386"","""",""31"",""383"","""",""33"",""367"",""393"",""7"",""1"",""482"",""8362"",""10"",""C"","""",""1609644"",""13"",""2025-09-28 16:40:00.000"",""2025-09-28 17:03:00.000"",""0"",""33"",""367"",""393"",""7"",""1"",""5"",""5"",""2025-09-28 17:32:00.000"",""2025-09-28 15:50:00.000"",""2025-09-28 17:42:00.000"",""2025-09-28 15:53:00.000"",""2025-09-28 17:41:00.000"",""2025-09-28 15:53:00.000"",""2025-09-28 17:40:00.000"",""2025-09-28 15:57:00.000"",""2025-09-28 16:25:00.000"",""2025-09-28 15:34:00.000"",""2025-09-28 17:24:00.000"""
"261,""2025-09-28 18:05:00.000"",""2025-09-28 17:40:00.000"",""2025-09-28 17:05:00.000"",""2025-09-28 17:38:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 17:58:00.000"",""2025-09-28 17:38:00.000"",""2025-09-28 17:59:00.000"",""2025-09-28 18:32:00.000"",""2025-09-28 18:00:00.000"",""2025-09-28 18:30:00.000"",""2025-09-28 18:01:00.000"",""2025-09-28 18:10:00.000"",""2025-09-28 18:12:00.000"",""2025-09-28 18:20:00.000"""
"262,""2025-09-28 17:29:00.000"",""2025-09-28 17:54:00.000"",""2025-09-28 17:25:00.000"",""2025-09-28 18:06:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 17:29:00.000"",""2025-09-28 17:54:00.000"",""2025-09-28 17:30:00.000"",""2025-09-28 17:54:00.000"",""2025-09-28 17:30:00.000"",""2025-09-28 17:52:00.000"",""2025-09-28 17:31:00.000"",""2025-09-28 17:43:00.000"",""2025-09-28 17:32:00.000"",""2025-09-28 17:47:00.000"""
"263,""2025-09-28 16:01:00.000"",""2025-09-28 17:30:00.000"",""2025-09-28 15:48:00.000"",""2025-09-28 17:42:00.000"",""2025-09-28 14:00:00.000"",""0"",""12"",""393"",""0"",""12"",""299"",""0"",""12"",""296"",""299"",""9"",""2"",""327"",""5631"",""8"",""B"",""1805266"",""1908662"",""11"",""2025-09-28 16:30:00.000"",""2025-09-28 16:53:00.000"",""0"",""12"",""296"",""229"",""9"",""2"",""4"",""U7"",""2025-09-28 17:15:00.000"",""2025-09-28 15:59:00.000"",""2025-09-28 17:29:00.000"",""2025-09-28 16:03:00.000"",""2025-09-28 17:27:00.000"",""2025-09-28 16:02:00.000"",""2025-09-28 17:21:00.000"",""2025-09-28 16:05:00.000"",""2025-09-28 16:31:00.000"",""2025-09-28 16:32:00.000"",""2025-09-28 17:10:00.000"""
"264,""2025-09-28 16:10:00.000"",""2025-09-28 17:50:00.000"",""2025-09-28 16:53:00.000"",""2025-09-28 18:12:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 17:04:00.000"",""2025-09-28 17:50:00.000"",""2025-09-28 17:06:00.000"",""2025-09-28 17:46:00.000"",""2025-09-28 17:05:00.000"",""2025-09-28 17:43:00.000"",""2025-09-28 17:06:00.000"",""2025-09-28 17:16:00.000"",""2025-09-28 17:17:00.000"",""2025-09-28 17:26:00.000"""
"265,""2025-09-28 15:47:00.000"",""2025-09-28 17:05:00.000"",""2025-09-28 15:43:00.000"",""2025-09-28 17:13:00.000"",""2025-09-28 14:00:00.000"",""0"",""42"",""211"",""0"",""38"",""202"",""0"",""42"",""205"",""231"",""16"",""4"",""240"",""3824"",""12"",""C"",""9615614"",""9412384"",""17"",""2025-09-28 16:00:00.000"",""2025-09-28 16:32:00.000"",""0"",""42"",""205"",""231"",""16"",""4"",""6"",""9"",""2025-09-28 16:50:00.000"",""2025-09-28 15:57:00.000"",""2025-09-28 16:57:00.000"",""2025-09-28 16:00:00.000"",""2025-09-28 16:55:00.000"",""2025-09-28 15:58:00.000"",""2025-09-28 16:53:00.000"",""2025-09-28 16:00:00.000"",""2025-09-28 16:19:00.000"",""2025-09-28 16:21:00.000"",""2025-09-28 16:48:00.000"""
"266,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"267,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"268,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"269,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"270,""2025-09-28 16:00:00.000"",""2025-09-28 16:35:00.000"",""2025-09-28 15:55:00.000"",""2025-09-28 17:00:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 16:04:00.000"",""2025-09-28 16:45:00.000"",""2025-09-28 16:06:00.000"",""2025-09-28 16:33:00.000"",""2025-09-28 16:06:00.000"",""2025-09-28 16:34:00.000"",""2025-09-28 16:08:00.000"",""2025-09-28 16:16:00.000"",""2025-09-28 16:17:00.000"",""2025-09-28 16:33:00.000"""
"271,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"272,""2025-09-28 15:56:00.000"",""2025-09-28 16:25:00.000"",""2025-09-28 15:46:00.000"",""2025-09-28 16:50:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 15:59:00.000"",""2025-09-28 16:40:00.000"",""2025-09-28 16:02:00.000"",""2025-09-28 16:35:00.000"",""2025-09-28 16:00:00.000"",""2025-09-28 16:20:00.000"",""2025-09-28 16:01:00.000"",""2025-09-28 16:09:00.000"",""2025-09-28 16:10:00.000"",""2025-09-28 16:15:00.000"""
"273,""2025-09-28 15:32:00.000"",""2025-09-28 16:25:00.000"",""2025-09-28 15:38:00.000"",""2025-09-28 17:15:00.000"",""2025-09-28 13:10:00.000"",""0"",""12"",""162"",""0"",""9"",""157"",""0"",""9"",""157"",""158"",""7"",""1"",""181"",""2556"",""4"",""D"",""1109023"",""2211396"",""5"",""2025-09-28 15:35:00.000"",""2025-09-28 16:00:00.000"",""0"",""9"",""156"",""158"",""7"",""1"",""4"",""6A"",""2025-09-28 16:15:00.000"",""2025-09-28 15:42:00.000"",""2025-09-28 16:40:00.000"",""2025-09-28 15:45:00.000"",""2025-09-28 16:25:00.000"",""2025-09-28 15:45:00.000"",""2025-09-28 16:36:00.000"",""2025-09-28 15:47:00.000"",""2025-09-28 16:05:00.000"",""2025-09-28 16:07:00.000"",""2025-09-28 16:35:00.000"""
"274,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"275,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"276,""2025-09-28 15:15:00.000"",""2025-09-28 16:10:00.000"",""2025-09-28 15:12:00.000"",""2025-09-28 16:23:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 15:21:00.000"",""2025-09-28 16:10:00.000"",""2025-09-28 15:23:00.000"",""2025-09-28 16:08:00.000"",""2025-09-28 15:21:00.000"",""2025-09-28 15:50:00.000"",""2025-09-28 15:22:00.000"",""2025-09-28 15:31:00.000"",""2025-09-28 15:32:00.000"",""2025-09-28 15:45:00.000"""
"277,""2025-09-28 14:46:00.000"",""2025-09-28 16:10:00.000"",""2025-09-28 14:50:00.000"",""2025-09-28 16:30:00.000"",""2025-09-28 12:50:00.000"","""",""42"",""396"","""",""39"",""327"","""",""42"",""323"",""360"",""5"",""1"",""361"",""6005"",""8"",""B"",""1008003"",""1109019"",""9"",""2025-09-28 15:10:00.000"",""2025-09-28 15:33:00.000"","""",""42"",""323"",""360"",""5"",""1"",""8"",""8"",""2025-09-28 15:54:00.000"",""2025-09-28 14:54:00.000"",""2025-09-28 16:03:00.000"",""2025-09-28 14:56:00.000"",""2025-09-28 15:57:00.000"",""2025-09-28 14:58:00.000"",""2025-09-28 15:56:00.000"",""2025-09-28 14:59:00.000"",""2025-09-28 15:26:00.000"",""2025-09-28 15:26:00.000"",""2025-09-28 15:50:00.000"""
"278,""2025-09-28 15:05:00.000"",""2025-09-28 16:05:00.000"",""2025-09-28 14:52:00.000"",""2025-09-28 16:20:00.000"",""2025-09-28 13:05:00.000"",""0"",""27"",""263"",""0"",""27"",""263"",""0"",""27"",""260"",""271"",""17"",""3"",""333"",""4440"",""5"",""C"",""1912479"",""2012708"",""4"",""2025-09-28 15:05:00.000"",""2025-09-28 15:35:00.000"",""0"",""27"",""260"",""266"",""17"",""4"",""3"",""6"",""2025-09-28 15:50:00.000"",""2025-09-28 15:05:00.000"",""2025-09-28 16:02:00.000"",""2025-09-28 15:08:00.000"",""2025-09-28 15:57:00.000"",""2025-09-28 15:06:00.000"",""2025-09-28 16:00:00.000"",""2025-09-28 15:08:00.000"",""2025-09-28 15:28:00.000"",""2025-09-28 15:31:00.000"",""2025-09-28 15:58:00.000"""
"279,""2025-09-28 15:20:00.000"",""2025-09-28 16:05:00.000"",""2025-09-28 15:20:00.000"",""2025-09-28 16:37:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 15:30:00.000"",""2025-09-28 16:12:00.000"",""2025-09-28 15:32:00.000"",""2025-09-28 16:10:00.000"",""2025-09-28 15:32:00.000"",""2025-09-28 15:57:00.000"",""2025-09-28 15:33:00.000"",""2025-09-28 15:40:00.000"",""2025-09-28 15:41:00.000"",""2025-09-28 15:55:00.000"""
"280,""2025-09-28 15:35:00.000"",""2025-09-28 16:05:00.000"",""2025-09-28 15:33:00.000"",""2025-09-28 16:35:00.000"",""2025-09-28 13:00:00.000"",""0"",""0"",""95"",""0"",""0"",""870"",""0"",""0"",""91"",""86"",""1"",""4"",""103"",""1182"",""4"",""E"",""2302257"",""1912526"",""4"",""2025-09-28 15:05:00.000"",""2025-09-28 16:00:00.000"",""0"",""0"",""91"",""86"",""1"",""4"",""4"",""2"",""2025-09-28 16:10:00.000"",""2025-09-28 15:45:00.000"",""2025-09-28 16:15:00.000"",""2025-09-28 15:47:00.000"",""2025-09-28 16:12:00.000"",""2025-09-28 15:47:00.000"",""2025-09-28 16:10:00.000"",""2025-09-28 15:48:00.000"",""2025-09-28 15:54:00.000"",""2025-09-28 15:55:00.000"",""2025-09-28 16:04:00.000"""
"281,""2025-09-28 15:18:00.000"",""2025-09-28 16:08:00.000"",""2025-09-28 15:12:00.000"",""2025-09-28 16:20:00.000"",""2025-09-28 13:00:00.000"",""0"",""12"",""162"",""8"",""6"",""157"",""0"",""6"",""151"",""143"",""14"",""1"",""202"",""2638"",""3"",""2-Apr"",""2005322"",""1005006"",""5"",""2025-09-28 15:35:00.000"",""2025-09-28 15:43:00.000"","""",""6"",""151"",""143"",""14"",""1"",""3"",""5"",""2025-09-28 15:55:00.000"",""2025-09-28 15:18:00.000"",""2025-09-28 16:08:00.000"",""2025-09-28 15:20:00.000"",""2025-09-28 16:06:00.000"",""2025-09-28 15:19:00.000"",""2025-09-28 16:00:00.000"",""2025-09-28 15:20:00.000"",""2025-09-28 15:34:00.000"",""2025-09-28 15:35:00.000"",""2025-09-28 15:50:00.000"""
"282,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"283,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"284,""2025-09-28 15:20:00.000"",""2025-09-28 16:06:00.000"",""2025-09-28 15:14:00.000"",""2025-09-28 16:33:00.000"",""2025-09-28 12:45:00.000"","""",""12"",""162"","""",""7"",""159"","""",""7"",""158"",""163"",""2"",""2"",""183"",""2543"",""4"",""C"","""",""2305497"",""5"",""2025-09-28 14:45:00.000"",""2025-09-28 15:45:00.000"","""",""7"",""158"",""163"",""2"",""2"",""5"",""2"",""2025-09-28 16:02:00.000"",""2025-09-28 15:21:00.000"",""2025-09-28 16:16:00.000"",""2025-09-28 15:23:00.000"",""2025-09-28 16:04:00.000"",""2025-09-28 15:22:00.000"",""2025-09-28 15:51:00.000"",""2025-09-28 15:23:00.000"",""2025-09-28 15:38:00.000"",""2025-09-28 15:39:00.000"",""2025-09-28 15:50:00.000"""
"285,""2025-09-28 11:15:00.000"",""2025-09-28 15:30:00.000"",""2025-09-28 10:53:00.000"",""2025-09-28 15:26:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 10:58:00.000"",""2025-09-28 15:21:00.000"",""2025-09-28 11:00:00.000"",""2025-09-28 15:19:00.000"",""2025-09-28 10:58:00.000"",""2025-09-28 15:20:00.000"",""2025-09-28 11:00:00.000"",""2025-09-28 11:19:00.000"",""2025-09-28 14:51:00.000"",""2025-09-28 15:17:00.000"""
"286,""2025-09-28 14:55:00.000"",""2025-09-28 17:40:00.000"",""2025-09-28 15:23:00.000"",""2025-09-28 17:58:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 15:29:00.000"",""2025-09-28 17:40:00.000"",""2025-09-28 15:31:00.000"",""2025-09-28 17:39:00.000"",""2025-09-28 15:30:00.000"",""2025-09-28 17:33:00.000"",""2025-09-28 15:31:00.000"",""2025-09-28 15:45:00.000"",""2025-09-28 16:48:00.000"",""2025-09-28 17:20:00.000"""
"287,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"288,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"289,""2025-09-28 14:20:00.000"",""2025-09-28 14:59:00.000"",""2025-09-28 14:15:00.000"",""2025-09-28 15:08:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 14:24:00.000"",""2025-09-28 14:58:00.000"",""2025-09-28 14:25:00.000"",""2025-09-28 14:56:00.000"",""2025-09-28 14:26:00.000"",""2025-09-28 14:52:00.000"",""2025-09-28 14:27:00.000"",""2025-09-28 14:34:00.000"",""2025-09-28 14:35:00.000"",""2025-09-28 14:51:00.000"""
"290,""2025-09-28 15:12:00.000"",""2025-09-28 15:50:00.000"",""2025-09-28 15:10:00.000"",""2025-09-28 16:23:00.000"",""2025-09-28 13:00:00.000"",""0"",""0"",""174"",""0"",""0"",""133"",""0"",""0"",""128"",""122"",""5"",""1"",""114"",""1558"",""4"",""E14-E17"",""2504178"",""1912526"",""4"",""2025-09-28 14:50:00.000"",""2025-09-28 15:36:00.000"",""0"",""0"",""128"",""122"",""5"",""1"",""4"",""26"",""2025-09-28 15:51:00.000"",""2025-09-28 15:22:00.000"",""2025-09-28 16:00:00.000"",""2025-09-28 15:24:00.000"",""2025-09-28 15:54:00.000"",""2025-09-28 15:23:00.000"",""2025-09-28 15:53:00.000"",""2025-09-28 15:24:00.000"",""2025-09-28 15:34:00.000"",""2025-09-28 15:35:00.000"",""2025-09-28 15:52:00.000"""
"291,""2025-09-28 13:58:00.000"",""2025-09-28 15:40:00.000"",""2025-09-28 14:02:00.000"",""2025-09-28 16:02:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 14:11:00.000"",""2025-09-28 15:37:00.000"",""2025-09-28 14:14:00.000"",""2025-09-28 15:35:00.000"",""2025-09-28 14:11:00.000"",""2025-09-28 15:20:00.000"",""2025-09-28 14:14:00.000"",""2025-09-28 14:56:00.000"",""2025-09-28 14:40:00.000"",""2025-09-28 15:05:00.000"""
"292,""2025-09-28 15:00:00.000"",""2025-09-28 15:40:00.000"",""2025-09-28 14:57:00.000"",""2025-09-28 15:53:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 15:07:00.000"",""2025-09-28 15:43:00.000"",""2025-09-28 15:09:00.000"",""2025-09-28 15:36:00.000"",""2025-09-28 15:09:00.000"",""2025-09-28 15:32:00.000"",""2025-09-28 15:10:00.000"",""2025-09-28 15:17:00.000"",""2025-09-28 15:18:00.000"",""2025-09-28 15:30:00.000"""
"293,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"294,""2025-09-28 12:52:00.000"",""2025-09-28 14:50:00.000"",""2025-09-28 13:13:00.000"",""2025-09-28 15:13:00.000"",""2025-09-28 11:50:00.000"",""0"",""30"",""258"",""0"",""15"",""273"",""0"",""25"",""258"",""282"",""1"",""1"",""338"",""4229"",""6"",""D8-13"",""1705519"",""112004"",""12"",""2025-09-28 13:50:00.000"",""2025-09-28 13:59:00.000"",""0"",""25"",""258"",""282"",""1"",""1"",""4"",""5"",""2025-09-28 14:24:00.000"",""2025-09-28 13:22:00.000"",""2025-09-28 14:44:00.000"",""2025-09-28 13:25:00.000"",""2025-09-28 14:28:00.000"",""2025-09-28 13:24:00.000"",""2025-09-28 14:29:00.000"",""2025-09-28 13:29:00.000"",""2025-09-28 13:50:00.000"",""2025-09-28 13:55:00.000"",""2025-09-28 14:25:00.000"""
"295,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"296,""2025-09-28 14:00:00.000"",""2025-09-28 14:35:00.000"",""2025-09-28 14:06:00.000"",""2025-09-28 15:17:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 14:17:00.000"",""2025-09-28 14:55:00.000"",""2025-09-28 14:19:00.000"",""2025-09-28 14:46:00.000"",""2025-09-28 14:17:00.000"",""2025-09-28 14:42:00.000"",""2025-09-28 14:18:00.000"",""2025-09-28 14:30:00.000"",""2025-09-28 14:31:00.000"",""2025-09-28 14:41:00.000"""
"297,""2025-09-28 13:38:00.000"",""2025-09-28 14:30:00.000"",""2025-09-28 13:37:00.000"",""2025-09-28 15:19:00.000"",""2025-09-28 11:30:00.000"",""0"",""42"",""211"",""0"",""42"",""209"",""0"",""42"",""211"",""241"",""12"",""4"",""278"",""4298"",""12"",""C14-25"",""1003019"",""2703005"",""17"",""2025-09-28 13:30:00.000"",""2025-09-28 14:15:00.000"",""0"",""43"",""214"",""241"",""12"",""4"",""6"",""U8"",""2025-09-28 14:35:00.000"",""2025-09-28 13:49:00.000"",""2025-09-28 14:50:00.000"",""2025-09-28 13:52:00.000"",""2025-09-28 14:44:00.000"",""2025-09-28 13:51:00.000"",""2025-09-28 14:40:00.000"",""2025-09-28 13:53:00.000"",""2025-09-28 14:10:00.000"",""2025-09-28 14:11:00.000"",""2025-09-28 14:30:00.000"""
"298,""2025-09-28 13:04:00.000"",""2025-09-28 14:30:00.000"",""2025-09-28 12:54:00.000"",""2025-09-28 14:57:00.000"",""2025-09-28 10:45:00.000"",""0"",""26"",""252"",""0"",""22"",""248"",""0"",""22"",""246"",""253"",""4"",""1"",""300"",""4832"",""7"",""D"",""1212456"",""901009"",""9"",""2025-09-28 14:00:00.000"",""2025-09-28 14:00:00.000"",""0"",""22"",""235"",""253"",""4"",""1"",""4"",""6"",""2025-09-28 14:18:00.000"",""2025-09-28 13:08:00.000"",""2025-09-28 14:29:00.000"",""2025-09-28 13:12:00.000"",""2025-09-28 14:20:00.000"",""2025-09-28 13:12:00.000"",""2025-09-28 14:10:00.000"",""2025-09-28 13:15:00.000"",""2025-09-28 13:34:00.000"",""2025-09-28 13:36:00.000"",""2025-09-28 14:00:00.000"""
"299,""2025-09-28 13:25:00.000"",""2025-09-28 14:25:00.000"",""2025-09-28 13:35:00.000"",""2025-09-28 14:56:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 13:45:00.000"",""2025-09-28 14:46:00.000"",""2025-09-28 13:48:00.000"",""2025-09-28 14:43:00.000"",""2025-09-28 13:47:00.000"",""2025-09-28 14:42:00.000"",""2025-09-28 13:48:00.000"",""2025-09-28 14:08:00.000"",""2025-09-28 14:09:00.000"",""2025-09-28 14:31:00.000"""
"300,""2025-09-28 13:30:00.000"",""2025-09-28 14:20:00.000"",""2025-09-28 13:05:00.000"",""2025-09-28 14:38:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 13:28:00.000"",""2025-09-28 14:25:00.000"",""2025-09-28 13:30:00.000"",""2025-09-28 14:22:00.000"",""2025-09-28 13:29:00.000"",""2025-09-28 14:22:00.000"",""2025-09-28 13:30:00.000"",""2025-09-28 13:58:00.000"",""2025-09-28 13:59:00.000"",""2025-09-28 14:20:00.000"""
"301,""2025-09-28 13:10:00.000"",""2025-09-28 14:20:00.000"",""2025-09-28 13:20:00.000"",""2025-09-28 14:59:00.000"",""2025-09-28 11:00:00.000"",""0"",""28"",""265"",""0"",""24"",""220"",""0"",""24"",""219"",""240"",""3"",""0"",""235"",""3917"",""6"",""A"",""1103019"",""1712285"",""9"",""2025-09-28 13:20:00.000"",""2025-09-28 14:11:00.000"",""0"",""24"",""219"",""230"",""13"",""0"",""4"",""10"",""2025-09-28 14:23:00.000"",""2025-09-28 13:35:00.000"",""2025-09-28 14:34:00.000"",""2025-09-28 13:39:00.000"",""2025-09-28 14:30:00.000"",""2025-09-28 13:37:00.000"",""2025-09-28 14:34:00.000"",""2025-09-28 13:39:00.000"",""2025-09-28 14:02:00.000"",""2025-09-28 14:00:00.000"",""2025-09-28 14:30:00.000"""
"302,""2025-09-28 14:55:00.000"",""2025-09-28 16:25:00.000"",""2025-09-28 14:34:00.000"",""2025-09-28 16:37:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 14:37:00.000"",""2025-09-28 16:22:00.000"",""2025-09-28 14:44:00.000"",""2025-09-28 16:20:00.000"",""2025-09-28 14:45:00.000"",""2025-09-28 16:15:00.000"",""2025-09-28 14:46:00.000"",""2025-09-28 15:05:00.000"",""2025-09-28 15:40:00.000"",""2025-09-28 16:10:00.000"""
"303,""2025-09-28 15:25:00.000"",""2025-09-28 15:53:00.000"",""2025-09-28 15:18:00.000"",""2025-09-28 16:05:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 15:28:00.000"",""2025-09-28 16:05:00.000"",""2025-09-28 15:30:00.000"",""2025-09-28 15:52:00.000"",""2025-09-28 15:30:00.000"",""2025-09-28 16:01:00.000"",""2025-09-28 15:31:00.000"",""2025-09-28 15:40:00.000"",""2025-09-28 15:41:00.000"",""2025-09-28 16:00:00.000"""
"304,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"305,""2025-09-28 13:20:00.000"",""2025-09-28 13:50:00.000"",""2025-09-28 13:47:00.000"",""2025-09-28 14:37:00.000"",""2025-09-28 11:25:00.000"",""0"",""0"",""174"",""0"",""0"",""174"",""0"",""0"",""176"",""167"",""6"",""3"",""162"",""1619"",""5"",""41-45"",""2204404"",""906003"",""5"",""2025-09-28 13:30:00.000"",""2025-09-28 14:01:00.000"",""0"",""0"",""176"",""167"",""6"",""3"",""4"",""3"",""2025-09-28 14:15:00.000"",""2025-09-28 13:50:00.000"",""2025-09-28 14:25:00.000"",""2025-09-28 13:52:00.000"",""2025-09-28 14:20:00.000"",""2025-09-28 13:51:00.000"",""2025-09-28 14:23:00.000"",""2025-09-28 13:55:00.000"",""2025-09-28 14:02:00.000"",""2025-09-28 14:03:00.000"",""2025-09-28 14:13:00.000"""
"306,""2025-09-28 13:40:00.000"",""2025-09-28 14:05:00.000"",""2025-09-28 13:42:00.000"",""2025-09-28 14:45:00.000"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2025-09-28 14:01:00.000"",""2025-09-28 14:36:00.000"",""2025-09-28 14:02:00.000"",""2025-09-28 14:25:00.000"",""2025-09-28 14:01:00.000"",""2025-09-28 14:27:00.000"",""2025-09-28 14:02:00.000"",""2025-09-28 14:15:00.000"",""2025-09-28 14:10:00.000"",""2025-09-28 14:25:00.000"""
"307,""2025-09-28 12:15:00.000"",""2025-09-28 13:45:00.000"",""2025-09-28 11:44:00.000"",""2025-09-28 14:07:00.000"",""2025-09-28 10:00:00.000"",""0"",""10"",""478"",""0"",""10"",""285"",""0"",""10"",""284"",""288"",""6"",""0"",""514"",""5208"",""7"",""B"",""2310994"",""1907558"",""11"",""2025-09-28 12:45:00.000"",""2025-09-28 13:00:00.000"",""0"",""10"",""284"",""288"",""6"",""0"",""4"",""7"",""2025-09-28 13:13:00.000"",""2025-09-28 12:07:00.000"",""2025-09-28 13:35:00.000"",""2025-09-28 12:07:00.000"",""2025-09-28 13:30:00.000"",""2025-09-28 12:07:00.000"",""2025-09-28 13:28:00.000"",""2025-09-28 12:08:00.000"",""2025-09-28 12:29:00.000"",""2025-09-28 12:30:00.000"",""2025-09-28 13:00:00.000"""
